"ADDRADJUSTED","ADDRNUM","ADDRSUF","APPDATE","APPDESCRIPTION","APPNUM","APPTYPE","ASRNBRHD","CANCELDATE","CANCELTYPE","CAREOFADDR","CAREOFCITY","CAREOFNAME","CAREOFSTATE","CAREOFZIP","CDADIST","CDASUBDIST","CENSBLOCK00","CITYBLOCK","COMPLETEDATE","ESTPROJECTCOST","FIRSTDATE","GEOCITYBLOCKPART","HANDLE","ISSUEDATE","LASTDATE","MAINSTRUCTYPE","NBRHD","NBROFUNITS","NEWUSE","NEWUSEGROUP1","NEWUSEGROUP2","NEWUSEGROUP3","NLC","OCCNAME","OLDUSE","OLDUSEGROUP1","OLDUSEGROUP2","OLDUSEGROUP3","OWNERADDR","OWNERCITY","OWNERCODE","OWNERNAME","OWNERSTATE","OWNERZIP","PARCEL","PARCEL9","PARITY","POLICEDIST","PRCLERR","PRECINCT02","PROJECTTYPE","STDIR","STNAME","STRUCTYPE1","STRUCTYPE2","STRUCTYPE3","STTYPE","TMPCITYBLOCK","TMPPARCEL","UNITNUM","UPDATEGEO","WARD00"
"0","8459"," ","2012-01-03 00:00:00.0","SINGLE FAMILY ( SECTION 8 )","495427","AO","334","","","COLENBURG, ROBERT & ALESIA KIM","","","34","ST LOUIS","18","69","1082.1001","5636","","0.0000","2012-01-03 00:00:00.0","5636","15636000270","2012-06-06 00:00:00.0","2022-01-28 00:00:00.0","1","74","1","SINGLE FAMILY","R3","","","1204","VACANT","","","","","349 CHRISTIAN AVE","ST LOUIS","0","COLENBURG, ROBERT & ALESIA KIM","MO","63147.0000","270","563600270","O","6","0","10","7"," ","CONCORD","1","0","0","PL","5636","270"," ","",""
"0","2847"," ","2012-01-03 00:00:00.0","BOOKSTORE 1ST FL , 2ND FL OFFICE","495437","AO","142","","","D/B/A IDEATION STATION","AQUARION INTL HOLDIN","ANDREW LIEBERMAN","75","ST. LOUIS","7","45","1242.4004","1510","","0.0000","2012-01-03 00:00:00.0","1510","11510000390","2012-04-11 00:00:00.0","2022-01-28 00:00:00.0","20","30","1","BKSTR","B","","","115","D/B/A IDEATION STATION","RET SALES","M","","","1105 BUCK","ST LOUIS","7","CHEROKEE INVESTMENTS LLC","MO","63117.0000","390","151000390","O","3","0","6","7"," ","CHEROKEE","20","0","0","ST","1510","390"," ","",""
"0","2218"," ","2012-01-04 00:00:00.0","WEB DESIGN & DEVELOPMENT OFFICE","495445","AO","146","","","MUSE MEDIA, LLC","PHILLIP MARKS","","37","ST. LOUIS","1","46","1243.5004","1558","","0.0000","2012-01-04 00:00:00.0","1558.0081","11558000306","2013-01-07 00:00:00.0","2022-01-28 00:00:00.0","20","18","1","OFFICE","B","","","115","MUSE MEDIA, LLC","OFFICE/RET SALE","B","M","","2206 SIDNEY ST","ST LOUIS","0","JUSTEA LLC","MO","63104.0000","306","155800306","E","3","0","10","7"," ","CHEROKEE","20","0","0","ST","1558","306"," ","",""
"0","3270"," ","2012-01-04 00:00:00.0","OFFICE SPACE (REAL ESTATE)  SUITE 100","495446","AO","119","","","MANOR REAL ESTATE","BEN CHERRY","BENN CHERRY","32","ST. LOUIS","4","56","1131.3004","4757.03","","0.0000","2012-01-04 00:00:00.0","4757.03","14757030035","2012-01-24 00:00:00.0","2022-01-28 00:00:00.0","20","14","1","OFFICE SPACE","B","","","43","MANOR REAL ESTATE","OFFICE SPACE","B","","","3250 HAMPTON AV  STE 100","ST LOUIS","0","MANOR REAL ESTATE HAMPTON LLC","MO","63139.0000","35","475703035","E","2","0","4","7"," ","HAMPTON","20","0","0","AV","4757.03","35"," ","",""
"0","3010"," ","2012-01-04 00:00:00.0","OFFICE SPACE -STE 100","495448","AO","255","","","GROUPIGG, LLC","JOSHUA JENNINGS & AA","JASON JOHNSON","30","ST. LOUIS","10","9","1211.1019","1021.03","","0.0000","2012-01-04 00:00:00.0","1021.03","11021038062","2012-02-14 00:00:00.0","2022-01-28 00:00:00.0","20","37","1","OFFICE","B","","","77","GROUPIGG, LLC","UNKNOWN","T","","","3216 LOCUST","ST. LOUIS","0","MIDTOWN LLC","MO","63103.0000","8062","102103062","E","4","1","9","7"," ","LOCUST","20","0","0","ST","1021.03","8062"," ","",""
"0","133"," ","2012-01-04 00:00:00.0","OFFICE SPACE- STE 220","495454","AO","261","","","COLUMBIA CAPITAL MANAGEMENT, LLC","DANA RANDOLPH","TREASURES OFFICE RM 220","13","ST. LOUIS","9","1","1256.1085","206.06","","0.0000","2012-01-04 00:00:00.0","206.06","10206060150","2012-05-15 00:00:00.0","2022-01-28 00:00:00.0","20","35","1","OFFICE SPACE","B","","","185","COLUMBIA CAPITAL MANAGEMENT, LLC","SAME","B","","","1200 MARKET ST","ST LOUIS","0","CITY OF ST LOUIS","MO","63103.0000","150","20606150","O","4","0","10","7","S","11TH","20","0","0","ST","206.06","150"," ","",""
"1","4130","-32","2012-01-04 00:00:00.0","CONVENIENCE STORE (NO LIQUOR OR COOKING)","495456","AO","231","","","CHIZOMS FOOD MART, LLC","TED BECTON","ROGER LONG","49","ST. LOUIS","13","25","1112.4","3731","","0.0000","2012-01-04 00:00:00.0","3731","13731000011","2012-01-18 00:00:00.0","2022-01-28 00:00:00.0","20","58","1","CONVENIENCE STR","M","","","2","CHIZOMS FOOD MART, LLC","UNKNOWN","","","","3674 LINDELL BLVD","ST LOUIS","1","HABITAT FOR NEIGHBORHOOD BUSINESS","MO","63108.0000","11","373100011","E","5","0","3","7"," ","DR MARTIN LUTHER KING","20","0","0","DR","3731","11"," ","",""
"0","5344"," ","2012-01-04 00:00:00.0","SINGLE FAMILY-SECTION 8","495458","AO","344","","","COSEY, LOURENZY HAROLD","","","89","CORDOVA","12","65","1065.1002","4516.02","","0.0000","2012-01-04 00:00:00.0","4516.02","14516020100","2012-01-25 00:00:00.0","2022-01-28 00:00:00.0","1","50","1","SINGLE FAMILY","R3","","","213","VACANT","SAME","R3","","","8931 LINNELL LN","CORDOVA","0","COSEY, LOURENZY HAROLD","TN","38016.0000","100","451602100","E","5","0","2","7"," ","NORTHLAND","1","0","0","AV","4516.02","100"," ","",""
"1","4147","-49","2012-01-04 00:00:00.0","FOUR FAMILY-SECTION 8 (4147 1ST FLR ONLY)","495465","AO","218","","","DON EATON","","DON EATON","38","ST. CHARLE","6","20","1172.5004","4926","","0.0000","2012-01-04 00:00:00.0","4926","14926000351","2012-01-12 00:00:00.0","2022-01-28 00:00:00.0","2","27","4","FOUR FAMILY","R2","","","200","VACANT","SAME","R2","","","3828 S OLD HWY 94","ST CHARLES","0","PLAN B INVESTMENTS LLC","MO","63304.0000","351","492600351","O","2","0","4","7"," ","BOTANICAL","2","0","0","AV","4926","351"," ","",""
"0","2327"," ","2012-01-04 00:00:00.0","MANUFACTURING (RM#110,111,119 & 2ND FLOOR) PARTIAL PMT","480717","AO","254","","","DYNA LABS","MICHAEL PRUITT","GS & S INC-C/O PHIL HULSE","23","ST. LOUIS","10","10","1221.1004","2261.21","","0.0000","2012-01-04 00:00:00.0","2261.21","12261210014","2012-05-14 00:00:00.0","2022-01-28 00:00:00.0","20","36","1","MANUFACTURING","F1","","","13","DYNA LABS","","","","","8235 FORSYTH BLVD, STE 305","ST. LOUIS","1","CHOUTEAU CROSSING PROPERTIES, LLC","MO","63105.0000","14","226121014","O","4","0","10","7"," ","CHOUTEAU","20","0","0","AV","2261.21","9004"," ","2022-01-28 00:00:00.0",""
